Newtv,#genre#
杭州综合,http://112.17.40.140/PLTV/88888888/224/3221226170/index.m3u8
松原新闻综合,http://stream2.jlntv.cn/sytv/sd/live.m3u8
枣庄公共频道,http://stream.zzgd.tv/3/sd/live.m3u8
枣强综合,http://hbzq.chinashadt.com:1937/live/1007.stream_360p/playlist.m3u8
栖霞新闻频道,http://pili-live-hls.140.i2863.com/i2863-140/live_140_236499.m3u8
桃江经济频道,http://hntj.chinashadt.com:2036/live/tv12.stream_360p/playlist.m3u8
桃江综合频道,http://hntj.chinashadt.com:2036/live/tv11.stream/playlist.m3u8
桃江综合频道,http://hntj.chinashadt.com:2036/live/tv11.stream_360p/playlist.m3u8
梁平综合,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/chunklist.m3u8
梨园频道,http://117.158.206.60:9080/live/lypd.m3u8
梨园频道(电),http://59.46.18.134:8114/Fsv_otype=1?FvSeid=5bf181c25f226bb2&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=80&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
榆树综合频道,http://stream.zhystv.com/yset/sd/live.m3u8
永新电视一套,http://jxyx.chinashadt.com:2036/live/1002.stream/playlist.m3u8
永新电视三套,http://jxyx.chinashadt.com:2036/live/1004.stream/playlist.m3u8
永新电视二套,http://jxyx.chinashadt.com:2036/live/1003.stream/playlist.m3u8
江油文教,http://vod.scjygd.com:1935/live/smil:whjy_copy.smil/playlist.m3u8
江油新闻,http://vod.scjygd.com:1935/live/smil:xwzh_copy.smil/playlist.m3u8
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8
江津文化旅游,http://jiangjinlive.cbg.cn:1935/ch2.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
江津新闻综合,http://jiangjinlive.cbg.cn:1935/ch1.m3u8
江津经济生活,http://jiangjinlive.cbg.cn:1935/ch0.m3u8
江阴新闻综合,http://w3.wifijiangyin.com:1936/live/xwzh_gq/playlist.m3u8
江阴民生频道,http://w3.wifijiangyin.com:1936/live/mspd_gq/playlist.m3u8
沂水电视一套,http://60.213.23.98:8081/live/ys1.m3u8
沂水电视二套,http://60.213.23.98:8081/live/ys2.m3u8
沙河新闻综合,http://hbsh.chinashadt.com:2036/live/1.stream/playlist.m3u8
沧县电视二套,http://hebcx.chinashadt.com:2036/live/10002.stream/playlist.m3u8
沧县电视综合,http://hebcx.chinashadt.com:2036/live/10001.stream/playlist.m3u8
河源综合,http://dslive.grtn.cn/hyzh/sd/live.m3u8
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
清丰有线频道,http://hnqf.chinashadt.com:2036/live/2.stream/playlist.m3u8
清丰综合频道,http://hnqf.chinashadt.com:2036/live/5.stream/playlist.m3u8
清远公共,http://stream1.0763f.com/qygg/sd/live.m3u8
清远综合,http://stream1.0763f.com/qyzh/sd/live.m3u8
游戏风云,http://112.17.40.140/PLTV/88888888/224/3221226726/index.m3u8
灵台新闻综合,http://117.156.28.119/270000001111/1110000145/index.m3u8
炫动卡通,http://121.31.30.90:8085/ysten-business/live/xuandongkaton/1.m3u8
炫动卡通,http://121.31.30.90:8085/ysten-business/live/xuandongkaton/yst.m3u8
炫动卡通,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/xuandongkaton/1.m3u8
犍为新闻综合,http://tv.scwlqw.cn:3100/hls/kqcyufpi/index.m3u8
献县2台,http://hbxx.chinashadt.com:3299/live/stream%3Adi8.stream_360p/chunklist.m3u8
玉树新闻频道,http://stream.ysbtv.net/1/sd/live.m3u8
环球奇观,http://live3.nty.tv189.com/live/tm-yg1hqqg-512k.m3u8
璧山综合频道,http://222.179.44.89:10023/ch1.m3u8
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8
番薯 TV,http://210.209.3.1/live/C02DD98E-593E-47A8-905C-3B101183A555.m3u8?fmt=x264_500K_ts&cpid=admin
白城新闻综合,http://stream2.jlntv.cn/baicheng1/sd/live.m3u8
白山新闻综合,http://stream2.jlntv.cn/baishan1/sd/live.m3u8
百事通直播1,http://124.47.33.200/PLTV/88888888/224/3221225656/index.m3u8
百事通直播2,http://124.47.33.200/PLTV/88888888/224/3221225655/index.m3u8
百事通直播3,http://124.47.33.200/PLTV/88888888/224/3221225654/index.m3u8
百事通直播5,http://124.47.33.200/PLTV/88888888/224/3221225652/index.m3u8
百事通直播7,http://124.47.33.200/PLTV/88888888/224/3221225650/index.m3u8
皇马足球台,http://rmtv24hweblive-lh.akamaihd.net/i/rmtv24hwebes_1@300661/index_3_av-p.m3u8
睛彩重庆,http://219.153.252.50/PLTV/88888888/224/3221225645/chunklist.m3u8
睢宁三农频道,http://jssn.chinashadt.com:2036/live/1004.stream/playlist.m3u8
睢宁生活教育,http://jssn.chinashadt.com:2036/live/1003.stream/playlist.m3u8
睢宁资讯频道,http://jssn.chinashadt.com:2036/live/1005.stream/playlist.m3u8
磁县综合频道,http://hbcx.chinashadt.com:1937/live/stream:hdxw.stream/playlist.m3u8
秭归新闻综合,http://zigui.live.cjyun.org/video/s10111-ZGTV1.m3u8
积石山电视台,http://117.156.28.119/270000001111/1110000152/index.m3u8
綦江综合频道,http://113.207.29.195:1935/app_2/_definst_/ls_25.stream/playlist.m3u8
綦江综合频道,http://qxlmlive.cbg.cn:1935/app_2/_definst_/ls_25.stream/playlist.m3u8
红安综合,http://hongan.live.cjyun.org/video/s10063-HAZH.m3u8
红河县综合,http://221.3.215.43:9099/hhtv/hhtv.m3u8
红河州新闻综合,http://221.3.215.43:9099/ch1/ch1.m3u8
红河州经济生活,http://221.3.215.43:9099/ch2/ch2.m3u8
纪录片(电),http://59.46.18.134:8114/Fsv_otype=1?FvSeid=5bf181c25f226bb2&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=32&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
绥江综合频道,http://60.160.23.32:6055/sjtv/sjtv.m3u8
绵竹新闻综合,http://pili-live-hls.66.i2863.com/i2863-66/live_66_404312.m3u8
绿春综合,http://221.3.215.44:9099/lctv/lctv.m3u8
网络棋牌(电),http://59.46.18.134:8114/Fsv_otype=1?FvSeid=5bf181c25f226bb2&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=58&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
肃北综合频道,http://124.152.39.138:8011/hls-live/livepkgr1/_definst_/liveevent/livestream.m3u8
肃州电视台,http://117.156.28.119/270000001111/1110000123/index.m3u8
芜湖教育频道,http://live1.wuhubtv.com/channel4/sd/live.m3u8
芜湖新闻综合,http://live1.wuhubtv.com/channel1/sd/live.m3u8
荣昌生活,http://183.64.181.25:40023/rongchang02.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
蚌埠公共频道,http://newvod.ahbbtv.com:1935/live/smil:ggpd_copy.smil/playlist.m3u8
蚌埠新闻综合,http://newvod.ahbbtv.com:1935/live/smil:xwpd_copy.smil/playlist.m3u8
蚌埠生活频道,http://newvod.ahbbtv.com:1935/live/smil:shpd_copy.smil/playlist.m3u8
衡水公共频道,http://hls.hsrtv.cn/hls/hstv3.m3u8
衡水影视娱乐,http://hls.hsrtv.cn/hls/hstv2.m3u8
衡水新闻综合,http://hls.hsrtv.cn/hls/hstv1.m3u8
襄阳公共,http://xiangyang.live.cjyun.org/video/s10125-education_hd/index.m3u8
襄阳综合,http://xiangyang.live.cjyun.org/video/s10125-news_hd/index.m3u8
西安资讯,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
西安音乐综艺,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西山电视台,http://218.26.97.12:5021/live_hls/1/c01.m3u8
西昌综合,http://stream.xctv.news:8084/1a6c203cd4644dd9a27a4b07a1159e14/h264_500k_ts/index.m3u8?type=flv2hls_m3u8
赞皇电视台,http://hbzz.chinashadt.com:2036/zhibo/4.stream/chunklist.m3u8
赵县电视一套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream/playlist.m3u8
赵县电视一套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream_360p/playlist.m3u8
赵县电视二套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream/playlist.m3u8
赵县电视二套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream_360p/playlist.m3u8
超级体育,http://39.134.52.180/PLTV/88888888/224/3221225883/index.m3u8
超级体育3-HD,http://39.134.52.180/wh7f454c46tw3571653152_-2066612672/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226023/index.m3u8
超级体育5-HD,http://39.134.52.172/wh7f454c46tw3633585374_215135606/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226027/index.m3u8
超级体育6-HD,http://39.134.52.183/wh7f454c46tw3669132437_-1850260639/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226030/index.m3u8
越南ANTVHD,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8
遂宁公共公益,http://snlive.scsntv.com:8091/live/gggy.m3u8
邵东综合频道,http://hnsd.chinashadt.com:2036/live/stream:shaodong.stream/playlist.m3u8
郸城新闻综合,http://hndc.chinashadt.com:2036/live/stream:dctv-1.stream/playlist.m3u8
郸城经济生活,http://hndc.chinashadt.com:2036/live/stream:dctv-2.stream/playlist.m3u8
都市剧场,http://112.17.40.140/PLTV/88888888/224/3221226825/index.m3u8
金华教育科技,http://stream.jinhua.com.cn/jykj/app/live.m3u8
金华都市农村,http://stream.jinhua.com.cn/dsnc/app/live.m3u8
金鹰卡通,http://117.148.187.37/PLTV/88888888/224/3221226190/index.m3u8
金鹰卡通,http://121.31.30.90:8085/ysten-business/live/jinyingkaton/1.m3u8
金鹰卡通,http://121.31.30.90:8085/ysten-business/live/jinyingkaton/yst.m3u8
金鹰卡通,http://223.82.250.72/live/jinyingkaton/1.m3u8
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
金鹰纪实,http://112.17.40.140/PLTV/88888888/224/3221226831/index.m3u8
钦州综合频道,http://live.gxqztv.com/cspd1/sd/live.m3u8
铜仁城市生活,http://gztr.chinashadt.com:2036/live/stream:tr2.stream/playlist.m3u8
铜仁城市生活,http://media.trrtv.com:8083/videos/live/53/2/XSpPeSTEmkFgY/XSpPeSTEmkFgY.M3U8
铜仁新闻综合,http://media.trrtv.com:8083/videos/live/10/37/iY2ZjcOkrjAJN/iY2ZjcOkrjAJN.M3U8
铜仁生活,http://gztr.chinashadt.com:2036/live/stream:tr2.stream/chunklist_w164009570.m3u8
铜仁综合,http://gztr.chinashadt.com:2036/live/stream:tr1.stream/chunklist_w1316919395.m3u8
铜仁综合,http://gztr.chinashadt.com:2036/live/stream:tr1.stream/playlist.m3u8
银川公共,http://stream.ycgbtv.com.cn/ycgg/sd/live.m3u8
镇赉综合频道,http://www.zlnews.cn:3000/hls/lgytgzab/index.m3u8
长寿文化旅游,http://qxlmlive.cbg.cn:1935/app_2/ls_75.stream/playlist.m3u8
长寿综合频道,http://qxlmlive.cbg.cn:1935/app_2/ls_63.stream/playlist.m3u8
长春综合,http://stream2.jlntv.cn/jlcc/sd/live.m3u8
长沙公交移动,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_357.m3u8
长沙新闻,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_346.m3u8
长沙经贸,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8
长沙购物,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_354.m3u8
长治1台,http://streaming.czgd.cn:8084/4b0bcd8509d748358b4450921fc3443b/h264_300k_ts/index.m3u8?type=hls_live_redirect
长治2台,http://streaming.czgd.cn:8084/7223161a96984d81b711d762d7e7fdd1/h264_300k_ts/index.m3u8?type=hls_live_redirect
长治3台,http://streaming.czgd.cn:8084/2b7f0174d0f44c34bf466fc0ab801a3a/h264_300k_ts/index.m3u8?type=hls_live_redirect
长阳综合频道,http://changyang.live.cjyun.org/video/s10114-cy1t/index.m3u8
阜城综合频道,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8
阳光卫视,http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8
阿坝综合频道,http://118.122.239.157:1234/hls/hd-live.m3u8
隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
集安综合频道,http://stream2.jlntv.cn/ja/sd/live.m3u8
霍山综合频道,http://ahhs.chinashadt.com:1936/live/stream:hs1.stream/playlist.m3u8
靖江新闻綜合高清,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
静宁综合,http://117.156.28.119/270000001111/1110000147/index.m3u8
鞍山公共频道,http://live2.asbctv.com/hls-live/livepkgr/_definst_/liveevent/6VD2t6OWb3SFZxUQL6FW0X7ojmndKJS9fdRjpdhgB71.m3u8
鞍山图文频道,http://live2.asbctv.com:8134/hls-live/livepkgr/_definst_/liveevent/3GtPeVD2t6OWb3SFZxUQL6FW0X7ojmndKJS9fdRjpdhgB71.m3u8
高台电视台,http://117.156.28.119/270000001111/1110000146/index.m3u8
鹤峰综合频道,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8
鹿泉二套,http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8
黄冈公共频道,http://huanggang.live.cjyun.org/video/s10120-xwgg.m3u8
黄骅一套,http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8
黄骅二套,http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8
黑龙江卫视,http://111.40.205.87/PLTV/88888888/224/3221225658/index.m3u8
黑龙江卫视,http://112.50.243.8/PLTV/88888888/224/3221225940/3.m3u8
黑龙江卫视,http://ivi.bupt.edu.cn/hls/hljtv.m3u8
黑龙江卫视,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/hdheilongjiangstv/1.m3u8
黑龙江卫视HD,http://223.82.250.72/live/hdheilongjiangstv/1.m3u8
黑龙江卫视高清,http://112.50.243.8/PLTV/88888888/224/3221225862/1.m3u8
黑龙江卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225980/index.m3u8
黔西南公共,http://live.qxndt.com/channel3/sd/live.m3u8
黔西南综合,http://live.qxndt.com/channel2/sd/live.m3u8
龙口图文频道,http://yslk.chinashadt.com:1635/live/stream:di4.stream/playlist.m3u8
龙口新闻综合,http://yslk.chinashadt.com:1635/live/stream:di1.stream/playlist.m3u8
龙口生活频道,http://yslk.chinashadt.com:1635/live/stream:di2.stream/playlist.m3u8
龙岩公共,http://stream.lytv.net.cn/1/sd/live.m3u8
陕西卫视,http://223.82.250.72/live/shanxi1stv/1.m3u8
陕西卫视,http://39.134.52.184/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226021/index.m3u8
陕西卫视,http://ivi.bupt.edu.cn/hls/sxtv.m3u8
陕西卫视,http://stream.snrtv.com/sxtvs-star.m3u8
陕西生活,http://stream.snrtv.com/sxtvs-3.m3u8
陕西都市,http://stream.snrtv.com/sxtvs-2.m3u8
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州生活频道,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青海卫视,http://111.40.205.76/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://111.40.205.87/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://121.31.30.90:8085/ysten-business/live/qinghaistv/1.m3u8
长沙女性,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_349.m3u8
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.m3u8
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
岳阳公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?auth=654837809071524@615@2E9A5FD0B225B012E3178551CF3754A8&BVUUID=C236454D-5355-2F5F-FA96-1887C72E55CE
张家界2台,http://stream.zjjrtv.com/zjjtv2/hd/live.m3u8
张家口一套,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
醴陵综合,http://24tl.qingk.cn/live/llxwzh.flv
醴陵经视,http://24tl.qingk.cn/live/lljjsh.flv
衡阳县电视台,http://24tl.qingk.cn/live/hyszzhtv.flv
衡东电视台,http://24tl.qingk.cn/live/hnhdtv.flv
慈利新闻综合,http://qkqxzb.qingk.cn/live/cilixwzh.flv
华容新闻,http://qkqxzb.qingk.cn/live/huarong1.flv
南岳综合,http://qkqxzb.qingk.cn/live/hnnanyuetv.flv
江华电视台,http://qkqxzb.qingk.cn/live/jhtvsjt.flv
洪江时政,http://24tl.qingk.cn/live/hjssz.flv
湖北教育,http://live.cjyun.org/hubeitv/s10008-live-hbjy.m3u8
湖北休闲,http://live.cjyun.org/hubeitv/s10008-live-xxzn.m3u8
钟祥新闻综合,http://zhongxiang.live.cjyun.org/video/s10103-zxtv/index.m3u8
荆门新闻,http://live.jmtv.com.cn/xwzh/sd/live.m3u8
荆门教育,http://live.jmtv.com.cn/ggsh/sd/live.m3u8
荆门公共农谷,http://live.jmtv.com.cn/ngpd/sd/live.m3u8
宜昌综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000274.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
襄阳经济,http://xiangyang.live.cjyun.org/video/s10125-society_hd/index.m3u8
随州综合,http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8
孝感综合,http://xiaogan.live.cjyun.org/video/s10139-xg.flv
赤壁一套,http://hbcb.chinashadt.com:1936/live/tv1.stream/playlist.m3u8
随州农村,http://suizhou.source.cjyun.org/video/s10145-szncpd.m3u8
广东卫视,http://125.210.152.18:9090/live/GDWSHD_H265.m3u8
揭阳综合,http://livejieyang.chinamcache.com/live/zb01.m3u8
揭阳公共,http://livejieyang.chinamcache.com/live/zb02.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
清远公共,http://stream1.0763f.com/qygg/sd/live.m3u8?_upt=dad6a4c91578916139
惠州综合,http://livehuiz.sobeycache.com/live/zb01.m3u8?auth_key=1590030432-0-0-1bbff456219cf4a695137623cd8cb183
广州综合,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=44&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州生活,http://aplay.gztv.com/sec/shenghuo.m3u8
广州经济,http://aplay.gztv.com/sec/jingji.m3u8
广州竞赛,http://aplay.gztv.com/sec/jingsai.m3u8
广东综艺,http://nclive.grtn.cn/4K/sd/live.m3u8
珠江频道,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=8&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_728/playlist.m3u8
潮安影视,http://chaoan.chaoantv.com:8278/live/chaoanyingshi.m3u8
江门综合,http://dslive.grtn.cn/jmzh/sd/live.m3u8
蛇口电视台,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8
汕头综合,http://dslive.grtn.cn/stzh/sd/live.m3u8
佛山综合,http://dslive.grtn.cn/fszh/sd/live.m3u8
韶关综合,http://dslive.grtn.cn/sgxwzhHD/sd/live.m3u8
梅州综合,http://dslive.grtn.cn/mzzh/sd/live.m3u8
湛江综合,http://dslive.grtn.cn/zjzh/sd/live.m3u8
汕尾综合,http://dslive.grtn.cn/swzh/sd/live.m3u8
云浮综合,http://dslive.grtn.cn/yfzh/sd/live.m3u8
珠海综合,http://dslive.grtn.cn/zhzh/sd/live.m3u8
广东公共频道,http://nclive.grtn.cn/ggpd/sd/live.m3u8
广东新闻频道,http://nclive.grtn.cn/xwpd/sd/live.m3u8
广东房产频道,http://nclive.grtn.cn/fcpd/sd/live.m3u8
广东国际频道,http://nclive.grtn.cn/gjpd/sd/live.m3u8
南方购物频道,http://nclive.grtn.cn/nfgw/sd/live.m3u8
高尔夫频道,http://nclive.grtn.cn/grfpd/sd/live.m3u8
广东经济科教频道,http://nclive.grtn.cn/tvs1hd/hd/live.m3u8
广东影视频道,http://nclive.grtn.cn/tvs4/sd/live.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8
济南都市,http://ts1.ijntv.cn/jnds/sd/live.m3u8?_upt=77166fdb1578914580
济南新闻综合,http://ts1.ijntv.cn/xwhd/hd/live.m3u8?_upt=6a29580f1578914837
济南影视,http://ts1.ijntv.cn/jnyd/sd/live.m3u8?_upt=f16e45941578914456
济南娱乐,http://ts2.ijntv.cn/jnyl/sd/live.m3u8?_upt=224af31f1578914612
济南生活,http://ts2.ijntv.cn/jnsh/sd/live.m3u8?_upt=36050e871578914670
济南商务,http://ts1.ijntv.cn/jnsw/sd/live.m3u8?_upt=d13be3741578914701
济南鲁中,http://ts4.ijntv.cn/ltv1/sd/live.m3u8?_upt=222957f11578914785
济南科教,http://ts4.ijntv.cn/ltv2/sd/live.m3u8?_upt=1f8085ad1578914813
济宁教育频道,http://lives.jnnews.tv/video/s10001-JTV2/index.m3u8
济宁图文频道,http://lives.jnnews.tv/video/s10001-JTV4/index.m3u8
济宁公共频道,http://lives.jnnews.tv/video/s10001-JTV3/index.m3u8
滨州新闻,http://stream.bzcm.net/2/sd/live.m3u8
济南新闻,http://qkqxzb.qingk.cn/live/jnxw_sd.flv
莱芜综合,http://qkqxzb.qingk.cn/live/lwtv1.flv
莱芜科教,http://qkqxzb.qingk.cn/live/ltv2.flv
莱芜图文,http://qkqxzb.qingk.cn/live/ltv3.flv
德州新闻综合,http://24tl.qingk.cn/live/dzxwzh_sj.flv
德州公共,http://24tl.qingk.cn/live/dzggpd_sj.flv
德州图文,http://24tl.qingk.cn/live/dztwpd_sj.flv
邹城新闻综合,http://qkqxzb.qingk.cn/live/zcyt.flv
邹城文化生活,http://qkqxzb.qingk.cn/live/zcet.flv
冠县综合,http://qkqxzb.qingk.cn/live/gxzh.flv
禹城电视台,http://24tl.qingk.cn/live/sdyczh.flv
惠民综合,http://qkqxzb.qingk.cn/live/hmzh.flv
惠民公共文化,http://qkqxzb.qingk.cn/live/hmdj.flv
惠民影视,http://qkqxzb.qingk.cn/live/hmys.flv
乐陵新闻,http://qkqxzb.qingk.cn/live/llxwpd.flv
乐陵生活,http://qkqxzb.qingk.cn/live/llshpd.flv
乐陵党建,http://qkqxzb.qingk.cn/live/lldjpd.flv
阳谷新闻综合,http://24tl.qingk.cn/live/ygxw.flv
阳谷娱乐,http://24tl.qingk.cn/live/ygyl.flv
荣城综合,http://24tl.qingk.cn/live/rctv1.flv
荣城生活,http://24tl.qingk.cn/live/rctv2.flv
高密新闻综合,http://24tl.qingk.cn/live/gmxw.flv
寿光新闻,http://24tl.qingk.cn/live/sgxw.flv
寿光蔬菜,http://24tl.qingk.cn/live/sgsc.flv
东平新闻,http://24tl.qingk.cn/live/dptv1.flv
东平民生,http://24tl.qingk.cn/live/dptv2.flv
淄川新闻,http://24tl.qingk.cn/live/zctv-1.flv
淄川生活,http://24tl.qingk.cn/live/zctv-2.flv
滕州综合,http://24tl.qingk.cn/live/tztz1.flv
滕州民生,http://24tl.qingk.cn/live/tztz2.flv
牟平新闻,http://24tl.qingk.cn/live/ytmptv1.flv
博兴新闻,http://qkqxzb.qingk.cn/live/bxxw.flv
博兴生活,http://qkqxzb.qingk.cn/live/bxsh.flv
桓台TV一,http://qkqxzb.qingk.cn/live/httv11.flv
桓台TV二,http://qkqxzb.qingk.cn/live/httv12.flv
即墨新闻综合,http://qkqxzb.qingk.cn/live/jmstv1.flv
即墨生活服务,http://qkqxzb.qingk.cn/live/jmstv2.flv
兰山电视台,http://qkqxzb.qingk.cn/live/lstvsd.flv
临沭生活,http://qkqxzb.qingk.cn/live/lylsshtv.flv
临沭党建,http://qkqxzb.qingk.cn/live/lylszxtv.flv
莱阳新闻综合,http://qkqxzb.qingk.cn/live/laiyangtv1.flv
莱阳民生综艺,http://qkqxzb.qingk.cn/live/laiyangtv2.flv
宁阳综合,http://qkqxzb.qingk.cn/live/nytv1.flv
泰安综合,http://qkqxzb.qingk.cn/live/tatvnews.flv
泰安公共,http://qkqxzb.qingk.cn/live/tatvpublic.flv
泰安科教,http://qkqxzb.qingk.cn/live/tatvdang.flv
郯城一套,http://qkqxzb.qingk.cn/live/sdtctv1.flv
郯城二套,http://qkqxzb.qingk.cn/live/sdtctv2.flv
五莲新闻综合,http://qkqxzb.qingk.cn/live/wltvsjt001.flv
五莲文化旅游,http://qkqxzb.qingk.cn/live/wltvsjt002.flv
夏津综合,http://qkqxzb.qingk.cn/live/xjzh.flv
夏津公共,http://qkqxzb.qingk.cn/live/xjgg.flv
郓城新闻综合,http://24tl.qingk.cn/live/yctv1.flv
郓城民生综艺,http://24tl.qingk.cn/live/yctv2.flv
周村TV-1,http://24tl.qingk.cn/live/zhoucuntv1.flv
周村TV-2,http://24tl.qingk.cn/live/zhoucuntv2.flv
张店一套,http://qkqxzb.qingk.cn/live/zbtv1.flv
张店二套,http://qkqxzb.qingk.cn/live/zbtv2.flv
乳山新闻综合,http://24tl.qingk.cn/live/rstv1.flv
长岛综合,http://24tl.qingk.cn/live/ytcdzh.flv
河东综合,http://qkqxzb.qingk.cn/live/linjinghedongtai2.flv
河东影视,http://qkqxzb.qingk.cn/live/linjinghedongtai1.flv
诸城新闻综合,http://qkqxzb.qingk.cn/live/zctvxw.flv
生活娱乐,http://qkqxzb.qingk.cn/live/zctvyl.flv
牡丹电视台一套,http://qkqxzb.qingk.cn/live/mdqtv1.flv
牡丹电视台二套,http://qkqxzb.qingk.cn/live/mdqtv2.flv
定陶新闻,http://24tl.qingk.cn/live/dtxwtv.flv
